# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
rRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1171166	1174085	+				23S ribosomal RNA			lp_rRNA05	2920		
gene	rRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174156	1174283	+							lp_rRNA06	128		
rRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174156	1174283	+				5S ribosomal RNA			lp_rRNA06	128		
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174279	1174351	+							lp_tRNA24	73		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174279	1174351	+				tRNA-Asn			lp_tRNA24	73		
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174370	1174459	+							lp_tRNA25	90		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174370	1174459	+				tRNA-Ser			lp_tRNA25	90		
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174481	1174553	+							lp_tRNA26	73		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174481	1174553	+				tRNA-Glu			lp_tRNA26	73		
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174558	1174630	+							lp_tRNA27	73		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174558	1174630	+				tRNA-Val			lp_tRNA27	73		
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174686	1174758	+							lp_tRNA28	73		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174686	1174758	+				tRNA-Phe			lp_tRNA28	73		
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174764	1174846	+							lp_tRNA29	83		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174764	1174846	+				tRNA-Tyr			lp_tRNA29	83		
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174855	1174928	+							lp_tRNA30	74		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174855	1174928	+				tRNA-Trp			lp_tRNA30	74		
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174934	1175006	+							lp_tRNA31	73		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1174934	1175006	+				tRNA-His			lp_tRNA31	73		
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1175014	1175085	+							lp_tRNA32	72		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1175014	1175085	+				tRNA-Gln			lp_tRNA32	72		
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1175108	1175178	+							lp_tRNA33	71		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1175108	1175178	+				tRNA-Cys			lp_tRNA33	71		
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1175234	1175321	+							lp_tRNA34	88		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1175234	1175321	+				tRNA-Leu			lp_tRNA34	88		
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1175472	1176734	-					ISP1_2		lp_1288	1263		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1175472	1176734	-	CCC78657.1			transposase	ISP1_2		lp_1288	1263	420	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1177143	1177685	-							lp_1289	543		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1177143	1177685	-	CCC78658.1			purine/pyrimidine phosphoribosyltransferase			lp_1289	543	180	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1177688	1178761	-							lp_1290	1074		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1177688	1178761	-	CCC78659.1			purine/pyrimidine permease			lp_1290	1074	357	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1178956	1179477	+							lp_1291	522		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1178956	1179477	+	CCC78660.1			hypothetical protein			lp_1291	522	173	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1179669	1180187	-							lp_1292	519		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1179669	1180187	-	CCC78661.1			acetyltransferase, GNAT family			lp_1292	519	172	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1180302	1181138	-							lp_1293	837		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1180302	1181138	-	CCC78662.1			metallo-phosphoesterase			lp_1293	837	278	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1181977	1183302	-					mntH2		lp_1295	1326		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1181977	1183302	-	CCC78663.1			manganese transport protein MntH, Nramp superfamily	mntH2		lp_1295	1326	441	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1183274	1184248	-					hemH		lp_1296	975		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1183274	1184248	-	CCC78664.1			ferrochelatase	hemH		lp_1296	975	324	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1184580	1185962	-							lp_1297	1383		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1184580	1185962	-	CCC78665.1			S-methylmethionine transport protein			lp_1297	1383	460	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1186076	1187005	+					metH		lp_1298	930		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1186076	1187005	+	CCC78666.1			homocysteine S-methyltransferase (cobalamin-dependent)	metH		lp_1298	930	309	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1187426	1188922	+					tagE1		lp_1299	1497		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1187426	1188922	+	CCC78667.1			poly(glycerol-phosphate) alpha-glucosyltransferase	tagE1		lp_1299	1497	498	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1188998	1189717	-							lp_1300	720		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1188998	1189717	-	CCC78668.1			hypothetical membrane protein			lp_1300	720	239	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1189931	1191118	+					metK		lp_1301	1188		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1189931	1191118	+	CCC78669.1			methionine adenosyltransferase	metK		lp_1301	1188	395	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1191255	1192757	+							lp_1302	1503		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1191255	1192757	+	CCC78670.1			methionine transport protein			lp_1302	1503	500	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1193143	1203279	+					sdr		lp_1303a	10137		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1193143	1203279	+	CCC78671.1			cell surface SD repeat protein precursor,membrane-anchored	sdr		lp_1303a	10137	3378	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1203406	1205040	+							lp_1310	1635		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1203406	1205040	+	CCC78672.1			glycosyl transferase, group I			lp_1310	1635	544	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1205067	1206575	+					tagE2		lp_1311	1509		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1205067	1206575	+	CCC78673.1			poly(glycerol-phosphate) alpha-glucosyltransferase	tagE2		lp_1311	1509	502	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1206586	1208112	+					tagE3		lp_1312	1527		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1206586	1208112	+	CCC78674.1			poly(glycerol-phosphate) alpha-glucosyltransferase	tagE3		lp_1312	1527	508	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1208142	1208339	+							lp_1313	198		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1208142	1208339	+	CCC78675.1			hypothetical protein			lp_1313	198	65	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1208435	1209028	-							lp_1314	594		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1208435	1209028	-	CCC78676.1			methyltransferase, SAM-dependent			lp_1314	594	197	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1209032	1209682	-							lp_1315	651		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1209032	1209682	-	CCC78677.1			membrane-associated phospholipid phosphatase			lp_1315	651	216	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1210178	1212604	+					leuS		lp_1316	2427		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1210178	1212604	+	CCC78678.1			leucine-tRNA synthetase	leuS		lp_1316	2427	808	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1213128	1214798	+							lp_1317	1671		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1213128	1214798	+	CCC78679.1			polysaccharide export protein			lp_1317	1671	556	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1214806	1215546	+					rsuA		lp_1319	741		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1214806	1215546	+	CCC78680.1			ribosomal small subunit pseudouridine synthase A	rsuA		lp_1319	741	246	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1215683	1216519	-							lp_1320	837		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1215683	1216519	-	CCC78681.1			sugar kinase			lp_1320	837	278	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1216646	1218049	+					pepV		lp_1321	1404		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1216646	1218049	+	CCC78682.1			Xaa-His dipeptidase	pepV		lp_1321	1404	467	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1218076	1218582	+							lp_1322	507		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1218076	1218582	+	CCC78683.1			nucleotide-binding protein, universal stress protein UspA family			lp_1322	507	168	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1218924	1220024	+					ugpC		lp_1324	1101		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1218924	1220024	+	CCC78684.1			glycerol-3-phosphate ABC transporter,ATP-binding protein	ugpC		lp_1324	1101	366	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1219999	1220964	+					ugpA		lp_1325	966		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1219999	1220964	+	CCC78685.1			glycerol-3-phosphate ABC transporter, permease protein	ugpA		lp_1325	966	321	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1220976	1221806	+					ugpE		lp_1326	831		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1220976	1221806	+	CCC78686.1			glycerol-3-phosphate ABC transporter, permease protein	ugpE		lp_1326	831	276	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1221803	1223155	+					ugpB		lp_1327	1353		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1221803	1223155	+	CCC78687.1			glycerol-3-phosphate ABC transporter, substrate binding protein	ugpB		lp_1327	1353	450	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1223176	1223862	+					glpQ1		lp_1328	687		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1223176	1223862	+	CCC78688.1			glycerophosphodiester phosphodiesterase	glpQ1		lp_1328	687	228	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1224044	1224691	-					dgk2		lp_1329	648		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1224044	1224691	-	CCC78689.1			deoxynucleoside kinase	dgk2		lp_1329	648	215	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1224796	1225176	-					mscL		lp_1330	381		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1224796	1225176	-	CCC78690.1			large conductance mechanosensitive channel	mscL		lp_1330	381	126	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1225680	1228631	-							lp_1332	2952		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1225680	1228631	-	CCC78691.1			hypothetical membrane protein			lp_1332	2952	983	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1229029	1229196	-							lp_1333	168		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1229029	1229196	-	CCC78692.1			hypothetical protein			lp_1333	168	55	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1229217	1229954	-							lp_1334	738		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1229217	1229954	-	CCC78693.1			ABC transporter, permease protein			lp_1334	738	245	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1229951	1230808	-							lp_1335	858		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1229951	1230808	-	CCC78694.1			ABC transporter, ATP-binding protein			lp_1335	858	285	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1230959	1231945	-							lp_1336	987		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1230959	1231945	-	CCC78695.1			bifunctional protein: ABC transporter,ATP-binding protein; transcription regulator, LytR family			lp_1336	987	328	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1232508	1233311	-					mrsA1		lp_1339	804		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1232508	1233311	-	CCC78696.1			protein-methionine-sulfoxide reductase	mrsA1		lp_1339	804	267	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1233642	1234034	+							lp_1341	393		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1233642	1234034	+	CCC78697.1			transcription regulator, MerR family			lp_1341	393	130	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1234031	1234672	+							lp_1342	642		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1234031	1234672	+	CCC78698.1			short-chain dehydrogenase/oxidoreductase,NAD(P)-dependent			lp_1342	642	213	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1234688	1235626	+							lp_1343	939		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1234688	1235626	+	CCC78699.1			transport protein, EamA family			lp_1343	939	312	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1236562	1237644	+					asd1		lp_1346	1083		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1236562	1237644	+	CCC78700.1			aspartate-semialdehyde dehydrogenase	asd1		lp_1346	1083	360	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1237834	1238700	+							lp_1347	867		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1237834	1238700	+	CCC78701.1			hypothetical protein			lp_1347	867	288	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1238702	1239100	+							lp_1348	399		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1238702	1239100	+	CCC78702.1			hypothetical protein			lp_1348	399	132	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1239256	1240371	+							lp_1350	1116		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1239256	1240371	+	CCC78703.1			NADH:flavin oxidoreductase/NADH oxidase			lp_1350	1116	371	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1240397	1241248	+							lp_1351	852		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1240397	1241248	+	CCC78704.1			thioredoxin-fold protein, DsbA family,FrnE-like subfamily			lp_1351	852	283	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1241319	1241684	-							lp_1352	366		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1241319	1241684	-	CCC78705.1			transcription regulator, MarR family			lp_1352	366	121	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1242052	1242873	+							lp_1353	822		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1242052	1242873	+	CCC78706.1			hydrolase, HAD superfamily, Cof family			lp_1353	822	273	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1243003	1243611	+							lp_1354	609		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1243003	1243611	+	CCC78707.1			hypothetical protein			lp_1354	609	202	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1243751	1243927	+					pltA		lp_1354a	177		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1243751	1243927	+	CCC78708.1			peptide pheromone precursor	pltA		lp_1354a	177	58	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1243900	1245162	+					pltK		lp_1355	1263		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1243900	1245162	+	CCC78709.1			two-component system histidine protein kinase; sensor protein	pltK		lp_1355	1263	420	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1245168	1245935	+					pltR		lp_1356	768		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1245168	1245935	+	CCC78710.1			two-component system response regulator	pltR		lp_1356	768	255	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1246103	1246441	+							lp_1357	339		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1246103	1246441	+	CCC78711.1			extracellular protein, membrane-anchored			lp_1357	339	112	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1246652	1247023	+							lp_1358	372		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1246652	1247023	+	CCC78712.1			hypothetical membrane protein			lp_1358	372	123	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1247062	1247727	-							lp_1359	666		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1247062	1247727	-	CCC78713.1			membrane-bound protease, CAAX family			lp_1359	666	221	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1248420	1248899	-							lp_1360	480		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	1248420	1248899	-	CCC78714.1			transcription regulator, MarR family			lp_1360	480	159	
