# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	761632	763449	+	WP_003641075.1	WP_003641075.1		glutamine--fructose-6-phosphate transaminase (isomerizing)	glmS		LP_RS03565	1818	605	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	763649	764314	+							LP_RS03570	666		old_locus_tag=lp_0823
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	763649	764314	+	WP_003645809.1	WP_003645809.1		EAL domain-containing protein			LP_RS03570	666	221	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	764445	765260	+							LP_RS03575	816		old_locus_tag=lp_0824
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	764445	765260	+	WP_003643989.1	WP_003643989.1		Cof-type HAD-IIB family hydrolase			LP_RS03575	816	271	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	765338	765925	-							LP_RS03580	588		old_locus_tag=lp_0825
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	765338	765925	-	WP_011101168.1	WP_011101168.1		TetR/AcrR family transcriptional regulator			LP_RS03580	588	195	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	766261	767280	-							LP_RS03585	1020		old_locus_tag=lp_0826
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	766261	767280	-	WP_003645806.1	WP_003645806.1		galactose mutarotase			LP_RS03585	1020	339	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	768017	768325	+							LP_RS03590	309		old_locus_tag=lp_0827
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	768017	768325	+	WP_011101169.1	WP_011101169.1		hypothetical protein			LP_RS03590	309	102	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	768571	768996	+							LP_RS03595	426		old_locus_tag=lp_0828
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	768571	768996	+	WP_011101170.1	WP_011101170.1		hypothetical protein			LP_RS03595	426	141	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	768997	769749	+							LP_RS03600	753		old_locus_tag=lp_0829
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	768997	769749	+	WP_011101171.1	WP_011101171.1		nitroreductase family protein			LP_RS03600	753	250	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	770043	770849	+							LP_RS03605	807		old_locus_tag=lp_0830
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	770043	770849	+	WP_011101172.1	WP_011101172.1		MFS transporter			LP_RS03605	807	268	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	770913	771242	+							LP_RS03610	330		old_locus_tag=lp_0831
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	770913	771242	+	WP_003641085.1	WP_003641085.1		hypothetical protein			LP_RS03610	330	109	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	772280	773806	-					glpK		LP_RS03615	1527		old_locus_tag=lp_0834
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	772280	773806	-	WP_011101174.1	WP_011101174.1		glycerol kinase GlpK	glpK		LP_RS03615	1527	508	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	774111	774893	+							LP_RS03620	783		old_locus_tag=lp_0835
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	774111	774893	+	WP_011101175.1	WP_011101175.1		hypothetical protein			LP_RS03620	783	260	
gene	tRNA	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	774991	775062	+							LP_RS03625	72		old_locus_tag=lp_tRNA13
tRNA		GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	774991	775062	+				tRNA-Asn			LP_RS03625	72		anticodon=GTT
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	775287	775709	+							LP_RS03630	423		old_locus_tag=lp_0836
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	775287	775709	+	WP_003641090.1	WP_003641090.1		Spx/MgsR family RNA polymerase-binding regulatory protein			LP_RS03630	423	140	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	775978	776208	+							LP_RS03635	231		old_locus_tag=lp_0837
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	775978	776208	+	WP_003643998.1	WP_003643998.1		hypothetical protein			LP_RS03635	231	76	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	776388	776900	-							LP_RS03640	513		old_locus_tag=lp_0838
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	776388	776900	-	WP_011101176.1	WP_011101176.1		VanZ family protein			LP_RS03640	513	170	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	777016	778449	-							LP_RS03645	1434		old_locus_tag=lp_0840
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	777016	778449	-	WP_011101177.1	WP_011101177.1		DHA2 family efflux MFS transporter permease subunit			LP_RS03645	1434	477	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	778619	779572	-					ppx		LP_RS03650	954		old_locus_tag=lp_0841
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	778619	779572	-	WP_003641094.1	WP_003641094.1		exopolyphosphatase	ppx		LP_RS03650	954	317	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	779575	781731	-							LP_RS03655	2157		old_locus_tag=lp_0842
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	779575	781731	-	WP_003641095.1	WP_003641095.1		RNA degradosome polyphosphate kinase			LP_RS03655	2157	718	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	781732	783261	-							LP_RS03660	1530		old_locus_tag=lp_0843
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	781732	783261	-	WP_003641096.1	WP_003641096.1		HD domain-containing protein			LP_RS03660	1530	509	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	783586	784395	-							LP_RS03665	810		old_locus_tag=lp_0844
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	783586	784395	-	WP_003641097.1	WP_003641097.1		LicD family protein			LP_RS03665	810	269	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	784564	785037	+							LP_RS03670	474		old_locus_tag=lp_0845
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	784564	785037	+	WP_011101178.1	WP_011101178.1		MarR family transcriptional regulator			LP_RS03670	474	157	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	785252	785413	-							LP_RS15720	162		old_locus_tag=lp_0846
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	785252	785413	-	WP_003641099.1	WP_003641099.1		hypothetical protein			LP_RS15720	162	53	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	785693	787000	+							LP_RS03675	1308		old_locus_tag=lp_0848
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	785693	787000	+	WP_003644001.1	WP_003644001.1		NCS2 family permease			LP_RS03675	1308	435	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	787618	789357	+					spxB		LP_RS03680	1740		old_locus_tag=lp_0849
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	787618	789357	+	WP_011101179.1	WP_011101179.1		pyruvate oxidase	spxB		LP_RS03680	1740	579	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	789498	790346	+							LP_RS03685	849		old_locus_tag=lp_0850
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	789498	790346	+	WP_011101180.1	WP_011101180.1		FAD synthetase family protein			LP_RS03685	849	282	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	790678	792438	+							LP_RS03690	1761		old_locus_tag=lp_0852
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	790678	792438	+	WP_060684316.1	WP_060684316.1		thiamine pyrophosphate-binding protein			LP_RS03690	1761	586	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	792560	793468	-							LP_RS03695	909		old_locus_tag=lp_0853
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	792560	793468	-	WP_003644004.1	WP_003644004.1		proline-specific peptidase family protein			LP_RS03695	909	302	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	793923	794912	+							LP_RS03700	990		old_locus_tag=lp_0854
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	793923	794912	+	WP_003644005.1	WP_003644005.1		biotin--[acetyl-CoA-carboxylase] ligase			LP_RS03700	990	329	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	795334	797316	+							LP_RS03705	1983		old_locus_tag=lp_0856
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	795334	797316	+	WP_011101182.1	WP_011101182.1		acetyltransferase			LP_RS03705	1983	660	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	797481	799922	-							LP_RS03710	2442		old_locus_tag=lp_0857
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	797481	799922	-	WP_011101183.1	WP_011101183.1		Xaa-Pro dipeptidyl-peptidase			LP_RS03710	2442	813	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	800042	800461	+							LP_RS03715	420		old_locus_tag=lp_0858
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	800042	800461	+	WP_003641108.1	WP_003641108.1		OsmC family protein			LP_RS03715	420	139	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	800579	800872	-							LP_RS03720	294		old_locus_tag=lp_0860
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	800579	800872	-	WP_011101184.1	WP_011101184.1		transposase			LP_RS03720	294	97	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	801023	802420	-							LP_RS03725	1398		old_locus_tag=lp_0861
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	801023	802420	-	WP_003641110.1	WP_003641110.1		amino acid permease			LP_RS03725	1398	465	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	802926	803399	+							LP_RS03730	474		old_locus_tag=lp_0862
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	802926	803399	+	WP_003641111.1	WP_003641111.1		AP2 domain-containing protein			LP_RS03730	474	157	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	803772	804581	+							LP_RS03735	810		old_locus_tag=lp_0863
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	803772	804581	+	WP_223843890.1	WP_223843890.1		PfkB family carbohydrate kinase			LP_RS03735	810	269	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	804635	805054	+							LP_RS03740	420		old_locus_tag=lp_0864
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	804635	805054	+	WP_003644009.1	WP_003644009.1		bis(5'-nucleosyl)-tetraphosphatase			LP_RS03740	420	139	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	805131	805280	-							LP_RS15725	150		old_locus_tag=lp_0865
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	805131	805280	-	WP_003641114.1	WP_003641114.1		hypothetical protein			LP_RS15725	150	49	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	805431	806012	+							LP_RS03745	582		old_locus_tag=lp_0866
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	805431	806012	+	WP_011101185.1	WP_011101185.1		AAA family ATPase			LP_RS03745	582	193	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	806123	806566	+							LP_RS03750	444		old_locus_tag=lp_0868
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	806123	806566	+	WP_003641116.1	WP_003641116.1		transcriptional repressor			LP_RS03750	444	147	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	806708	807217	+							LP_RS03755	510		old_locus_tag=lp_0869
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	806708	807217	+	WP_003641117.1	WP_003641117.1		hypothetical protein			LP_RS03755	510	169	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	807221	808039	+							LP_RS03760	819		old_locus_tag=lp_0871
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	807221	808039	+	WP_003641118.1	WP_003641118.1		hypothetical protein			LP_RS03760	819	272	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	808188	808814	-							LP_RS03765	627		old_locus_tag=lp_0872
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	808188	808814	-	WP_011101186.1	WP_011101186.1		HAD family hydrolase			LP_RS03765	627	208	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	809220	810851	+							LP_RS15885	1632		old_locus_tag=lp_0874
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	809220	810851	+	WP_011101187.1	WP_011101187.1		aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme			LP_RS15885	1632	543	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	811085	811336	-							LP_RS03775	252		old_locus_tag=lp_0875
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	811085	811336	-	WP_003641122.1	WP_003641122.1		hypothetical protein			LP_RS03775	252	83	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	811875	812609	+							LP_RS03780	735		old_locus_tag=lp_0878
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	811875	812609	+	WP_003644016.1	WP_003644016.1		amino acid ABC transporter ATP-binding protein			LP_RS03780	735	244	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	812630	813466	+							LP_RS03785	837		old_locus_tag=lp_0881
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	812630	813466	+	WP_011101188.1	WP_011101188.1		transporter substrate-binding domain-containing protein			LP_RS03785	837	278	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	813466	814107	+							LP_RS03790	642		old_locus_tag=lp_0882
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	813466	814107	+	WP_003644017.1	WP_003644017.1		amino acid ABC transporter permease			LP_RS03790	642	213	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	814124	814777	+							LP_RS03795	654		old_locus_tag=lp_0883
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	814124	814777	+	WP_003641128.1	WP_003641128.1		amino acid ABC transporter permease			LP_RS03795	654	217	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	815041	815532	+							LP_RS03800	492		old_locus_tag=lp_0884
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	815041	815532	+	WP_011101189.1	WP_011101189.1		PTS glucose transporter subunit IIA			LP_RS03800	492	163	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	815558	816400	+							LP_RS03805	843		old_locus_tag=lp_0885
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	815558	816400	+	WP_003644019.1	WP_003644019.1		PRD domain-containing protein			LP_RS03805	843	280	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	816428	817879	+							LP_RS03810	1452		old_locus_tag=lp_0886
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	816428	817879	+	WP_003644020.1	WP_003644020.1		PTS transporter subunit EIIC			LP_RS03810	1452	483	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	817886	818644	+							LP_RS03815	759		old_locus_tag=lp_0887
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	817886	818644	+	WP_003644021.1	WP_003644021.1		ChbG/HpnK family deacetylase			LP_RS03815	759	252	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	818779	820110	-							LP_RS03820	1332		old_locus_tag=lp_0888
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	818779	820110	-	WP_003644022.1	WP_003644022.1		amino acid permease			LP_RS03820	1332	443	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	820381	820821	-							LP_RS03825	441		old_locus_tag=lp_0889
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	820381	820821	-	WP_003644023.1	WP_003644023.1		MarR family transcriptional regulator			LP_RS03825	441	146	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	821095	821973	+							LP_RS03830	879		old_locus_tag=lp_0891
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	821095	821973	+	WP_003641136.1	WP_003641136.1		TSUP family transporter			LP_RS03830	879	292	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	822119	822550	+							LP_RS03835	432		old_locus_tag=lp_0892
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	822119	822550	+	WP_223843873.1	WP_223843873.1		MarR family winged helix-turn-helix transcriptional regulator			LP_RS03835	432	143	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	822550	823704	+							LP_RS03840	1155		old_locus_tag=lp_0893
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	822550	823704	+	WP_041161656.1	WP_041161656.1		MFS transporter			LP_RS03840	1155	384	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	823824	824582	-							LP_RS03845	759		old_locus_tag=lp_0894
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	823824	824582	-	WP_223843891.1	WP_223843891.1		sulfite exporter TauE/SafE family protein			LP_RS03845	759	252	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	824670	825230	+							LP_RS03850	561		old_locus_tag=lp_0895
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	824670	825230	+	WP_003641140.1	WP_003641140.1		TetR/AcrR family transcriptional regulator			LP_RS03850	561	186	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	825342	826637	-					hflX		LP_RS03855	1296		old_locus_tag=lp_0896
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	825342	826637	-	WP_003641141.1	WP_003641141.1		GTPase HflX	hflX		LP_RS03855	1296	431	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	826726	827163	+							LP_RS03860	438		old_locus_tag=lp_0897
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	826726	827163	+	WP_011101193.1	WP_011101193.1		NUDIX domain-containing protein			LP_RS03860	438	145	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	827305	827619	+							LP_RS03865	315		old_locus_tag=lp_0898
